from,to,x,y,z,qx,qy,qz,qw,translation_sigma,rotation_sigma,loop
146,147,-0.019802589564648088,0.061977263804219973,-0.0034051105718049257,-0.070189765477069579,-0.0093417225970301564,0.12892468852465458,0.98912312364539079,0.041628825988275373,0.020905021994612617,0
147,148,0.089530033404297882,0.041931628937469156,0.029719985514123692,-0.056175662904189468,0.009282023070021345,0.11296089774955416,0.99196672047232382,0.042580838759696642,0.020073557560442577,0
148,149,0.67007670074058368,-0.055761823582844983,0.38733645456969157,0.025186500311066194,-0.001113809393866821,-0.035796150472100947,0.99904105783600983,0.059399447396821785,0.016751886265598776,0
149,150,0.67113612812227075,0.018191938266404861,0.38242580951277461,-0.0014274307330324712,-0.0031211363353834407,0.010182989522794981,0.99994226217010007,0.059316510892083077,0.01542984047466216,0
150,151,0.20760689881590011,-0.10592968147293647,0.12072424603614529,0.075268887820453587,-0.00011188454261756854,-0.14156607936588916,0.98706313231783305,0.046562015002740625,0.021441082659427717,0
151,152,0.41225229161529242,0.065336767368062709,0.22532593418588576,-0.06732101375491982,0.0030862687030876312,0.11057752417583201,0.99158003570041964,0.0518583467895221,0.02019439909710069,0
152,153,0.34095256005455354,0.1658344790631574,0.19532095182329101,-0.063159517670803397,-0.0012572800718959986,0.10776544404487189,0.9921672760397936,0.050662433964480717,0.02000974111352612,0
153,154,0.15141214690814309,0.045328319191291655,0.088665866127540127,-0.072020515373318064,0.002188718900598421,0.12668521632444471,0.98932255146628723,0.044530585680143051,0.020850539569179847,0
154,155,0.6477369777422588,0.23479509770011475,0.36348143305920289,-0.058978146934373872,-0.0065195950349952493,0.10107176058572102,0.99310803655839464,0.059474513511533697,0.019698900143663892,0
155,156,0.67721221005475751,0.010318463781047171,0.37281546848775804,-0.0046897133910350237,0.0020126096467812282,0.01423234413058491,0.9998856916524349,0.05932799494395688,0.015604808797196555,0
156,157,0.37888197484387121,-0.095851464359014926,0.23761046749802173,0.072032767326870611,0.0074871866339977413,-0.1324874373809258,0.98853543254846254,0.05143453618282099,0.021062749401928114,0
157,158,0.36860425685440923,-0.092359879655248278,0.20252660871731187,0.06958085954918683,-0.013385602707637429,-0.11349345499185202,0.99100886237135244,0.050765003273909697,0.020367947377585242,0
158,159,0.66819752164140667,0.028923862133279243,0.34969271908178712,0.0050398281561519201,0.017162191062737354,-0.027456516563508244,0.99946295530563833,0.058868119863728419,0.016310990795693248,0
159,160,0.66069996546109522,0.019369411900036937,0.36313748502435494,0.00085057894297916128,-0.0043656130224209678,0.01658834441338115,0.99985251150758392,0.058854184739525653,0.015687004205016664,0
160,161,0.52853072891677044,0.080349474210098748,0.29642443627236226,-0.061148530795852529,-0.0062255812083921785,0.11304998524843637,0.99168634161989688,0.05528210178269255,0.02016145823516197,0
161,162,-0.03627541724135952,0.082405929281726742,-0.0090245975418206115,-0.081464468628945463,-0.0028821173294024745,0.1264903050336576,0.98861288504813427,0.042262201145678073,0.021042196125489871,0
162,163,-0.028816450266173632,0.07609302637211357,-0.02487475398152128,-0.072596144466055931,0.015831807520842817,0.14777449289652958,0.98622606583301176,0.042127100411071851,0.021646664375270054,0
163,164,-0.019082524140703327,0.065644212425844728,-0.017215192016049485,-0.071041654178093758,-0.0057920284304461452,0.11429877488901684,0.99088613162016292,0.041762396838956009,0.020404515412952986,0
164,165,0.64217023614179602,0.16133239309264269,0.36881101514017711,-0.039452736133275788,-0.0002866376187417827,0.064164862836693454,0.99715909955614512,0.058947828340870249,0.018015823115786481,0
165,166,0.67663582511230658,0.0049068799501270632,0.38537075326953918,-0.00019335236198561302,0.0019395822625650229,0.013414768791109064,0.99990811808575286,0.059467452561451591,0.015542242222861425,0
166,167,0.68320895851646313,0.019463648324972382,0.38367297212861118,-0.0049934949598546908,0.00090033395878657641,0.0076170708601592755,0.99995811644206378,0.059595252360987699,0.015366098785844967,0
167,168,0.69691168039153695,0.026040221077472836,0.3761847798669784,-0.017654192767853797,0.010086434900635072,0.0047624860099395264,0.99978193224108414,0.059809703619430533,0.015835369494234464,0
168,169,0.67830727858456541,0.051898328148951123,0.41581102097477185,-0.0055547987231311475,-0.010318825861643977,0.034135443148663597,0.99934850656066276,0.059932589611762968,0.016443954782944848,0
169,170,0.049905520673000581,0.065860935517221719,0.040686810369177095,-0.065303217284458731,-0.0039570801903719335,0.1119054287095276,0.99156291094110738,0.042302666980761697,0.020199686114528832,0
170,171,-0.018535453357056753,0.10286061115282763,-0.035281400102180172,-0.094235034694465022,0.0063011833115336063,0.15927373229105055,0.98270643201674746,0.042757789598466378,0.022449809386090723,0
171,172,0.066200660876340578,0.065676549008919949,0.064149536589454215,-0.063341189448791302,-0.013580690648680655,0.11611449542688135,0.99112102314120953,0.042829653206979068,0.020334310806087948,0
172,173,0.015254744044483459,0.044111649617725845,0.0080447627451150083,-0.054348944268230337,0.024841140916320916,0.13090203730808173,0.98959272764279049,0.04118407745087814,0.020775915376290994,0
173,174,-0.02462599638456453,0.069289771371032316,-0.015591057046492551,-0.079615312758429688,-0.011182213832004411,0.10062510849535143,0.99167078590048807,0.041879260688144661,0.020166291508647734,0
174,175,0.64966976353519001,0.12003587349808953,0.37045254467745181,-0.030457532374430142,-0.0038387953551670302,0.056566107189049197,0.997926789844505,0.058935985920270939,0.017576153360982488,0
175,176,0.50073815914212005,0.18644347549466644,0.26858311815404967,-0.058836357908496048,0.0066648042751086658,0.11103794358266461,0.99205062293058965,0.054950684870034419,0.020046957595135962,0
176,177,0.65975259886074866,-0.097997624792846239,0.39426518078557216,0.033942043883795625,-0.0049583019376645103,-0.047992366986201497,0.99825852643989332,0.059370113237737401,0.017361002668355736,0
177,178,0.68373158546806323,0.0010438448002574319,0.38185702278555311,-0.0047013588674201254,-0.0019629217634064677,0.0019954858895401299,0.99998503098747193,0.059578444084459399,0.015218862878522449,0
178,179,0.66014976901427858,0.0063243106649153447,0.37084574880655019,-0.00058025541735987638,0.0014494618925554206,0.0049138271533053206,0.99998670824495473,0.058930205424183903,0.015206237024730743,0
141,179,-0.04826535926070169,5.3644642051539364,-0.16391110731336622,-0.42618967920134254,0.016201325731737534,0.76915374464769415,-0.47592267384651971,0.15827604125027381,0.035000000000000003,1
179,180,0.51425562705554384,-0.095036934747721347,0.29086289912183361,0.084847778879423699,0.011734651778984993,-0.15447571349750219,0.9842765903475974,0.054960199175856823,0.022102627697349816,0
180,181,-0.018207285566099074,-0.10085584595819341,-0.0043277935631920172,0.10054343653647685,-0.011432716876034105,-0.165092237011739,0.98107332225105781,0.042564436671663236,0.022794702634330373,0
181,182,-0.0036868032111243565,-0.1232037113808957,-0.0084817525783087433,0.082438256406110216,0.005786133953329364,-0.15590303987523865,0.98430924850488644,0.043088758563600456,0.02209522821908325,0
182,183,0.24213177446060286,-0.14480275043721491,0.15020230716445937,0.072604778443692161,-0.0082721623854443722,-0.13078016215282243,0.98871465381266244,0.047990477372126666,0.021015084187211028,0
183,184,0.66907418485955716,0.0068429957656128693,0.37902776912319602,5.058390639752408e-05,0.0025230928722948351,0.012696319171957146,0.99991621395150398,0.059225132333794159,0.015517802181653495,0
184,185,0.69344507903053909,0.015782711139305405,0.38666785473968801,-0.01493088630793655,0.0048966717114718155,0.030456201661250914,0.99941258298091229,0.059853009870854124,0.016371101207515136,0
185,186,0.65561500229046388,-0.002682753345688127,0.36772972868340403,0.0035580875899534196,-0.0017462555109101759,-0.0068989826573355086,0.99996834682038138,0.058792674466254941,0.015318262013352704,0
186,187,0.66437760281855773,-0.10362860586333511,0.3752146151822533,0.030394535418690829,0.0023985973471850539,-0.064098644368087626,0.99747771039638855,0.059250365167420826,0.017841605541388854,0
187,188,0.60854365955228573,0.13176344035212395,0.34092537258019462,-0.068734730066304761,-0.00030275841161436941,0.11831829101849685,0.99059387603120119,0.057746779627999775,0.020490619470884763,0
188,189,0.22550016077246227,0.098066028848997178,0.12220642508482626,-0.063850576117938262,0.0071621129642761294,0.12038785326243868,0.99064553340443418,0.046864841533797046,0.020475498129579637,0
189,190,0.69534200200543594,0.076096302017589323,0.3607679339448211,-0.0211241967321311,0.0015203725731497589,0.029971020032744062,0.99932637048056416,0.059676201505506829,0.016468283528455505,0
190,191,0.34281390856063254,0.12807419184966307,0.21872393566908244,-0.079947599759008628,-0.0077928920465268952,0.12631767913465006,0.98873226713016715,0.050658463026954655,0.02101037955078917,0
191,192,-0.034857173038730593,0.07462452384895002,-0.019246385034660918,-0.08688928484614071,0.0048120074430635321,0.16883521561052311,0.98179517554989149,0.042114572268928896,0.022644151776156793,0
192,193,0.64911758074089931,0.11765661977369035,0.37814963158870896,-0.029461060407746952,-0.0069214814458731207,0.051823736226350413,0.99819759535764618,0.059009764886666885,0.017401963427860791,0
193,194,0.69806666244532423,0.016525455258975086,0.38613160081826337,-0.0087606167488046872,0.00075041560791775199,0.018366515704627523,0.99979265829044162,0.059947865942243439,0.015814565160172343,0
194,195,0.66630354110514034,-0.0083432810779520139,0.37549882518734101,0.0066241241160160148,0.001148503161408819,-0.022318936302648744,0.99972829658987961,0.059121803441122334,0.015932464630625757,0
195,196,0.66165402844773169,0.03433828159593233,0.37021028327254335,-0.0073329628681625646,0.00025924499501701328,0.031337277308981726,0.99948193355281145,0.058974008946200758,0.016287616322369296,0
196,197,0.68611394880122845,0.012124993859618627,0.37895617694910833,-0.0098012057076173487,-0.0011611381286673742,0.01466752718516027,0.99984371367288993,0.059597626614331302,0.01570719818593095,0
197,198,0.38525982746209664,0.13813652484394723,0.21851364211887869,-0.064131118374786467,0.0010394024428050451,0.1078718219531101,0.99209363939452699,0.051598896659384899,0.020033265675570136,0
198,199,0.69506004935254495,0.008226149112157799,0.38351477590197813,-0.0043851546691500943,0.0011491291720402775,0.0048034820892164801,0.99997818800236449,0.059847224696892798,0.01526419433410953,0
199,200,0.68294284609576295,0.0079607058441517609,0.37957111122440335,-0.002839073545111355,-0.0032711587633357003,0.00838585300226047,0.99995545733356295,0.059534401263332953,0.015377541508672559,0
200,201,0.091663277838918589,-0.080163010584922034,0.057555838898896816,0.061564364335006297,-0.002563501073653782,-0.10999222155651796,0.9920206493331345,0.043367207611802482,0.020056476236301874,0
201,202,0.13149684627915192,-0.086351408362400406,0.066483373052582451,0.071789057007243556,0.0059873875771032335,-0.12565369012606314,0.98945522012960019,0.044269662252449091,0.020814014577901933,0
202,203,0.66089910412668829,0.0042420665791915724,0.36767201100299474,0.0041773048116922106,0.00040941089543348102,0.0039062763442719983,0.9999835616210655,0.058907477499644617,0.015229353344664642,0
203,204,0.65757197694182423,0.054613898871984645,0.37559012019350746,-0.026901165212940181,-0.0057409389749736956,0.043451673323713282,0.99867678505873014,0.058981101146866978,0.017057965488985676,0
204,205,0.68527936857953264,-0.048118643281902962,0.36185200731944356,0.011827746396614566,0.015723211713469427,-0.04732402678132383,0.99868579719438855,0.059411016395869848,0.01705094379161963,0
205,206,0.65366194411518563,0.027746265325856001,0.38368560543993624,-0.0098284026948170979,-0.005662161435681796,0.022609660998582238,0.99968002163586023,0.058961448326897849,0.016011921625352317,0
206,207,0.064743186490716198,-0.081261823166201452,0.029640817221752158,0.06971048704678752,0.00056753789017886249,-0.11837477480886198,0.99051882293341309,0.042701127327945683,0.020512515848627757,0
207,208,-0.025362549969287329,-0.11464534441243757,0.007692123144197538,0.084888267229359354,-0.0091708131188200197,-0.14631786269537711,0.98554602192378282,0.042941723845687313,0.021809154424266015,0
208,209,0.32045283211803621,-0.094354176695702563,0.17654995412384977,0.080994432509709391,0.0074959198911161784,-0.13473388525273211,0.98753759080458281,0.049445985078775782,0.021321615196169878,0
209,210,0.0030434737281481716,-0.096406259106746717,-0.010106721849538758,0.070400275224877393,0.0048340168476242087,-0.11547115766364435,0.99080111287644212,0.042424558639453151,0.02042970351338954,0
210,211,-0.00059630158357037999,-0.076254336353258623,0.0045961900408233447,0.071317729830818896,-0.0095456563591198775,-0.14215943395691796,0.98722507929726977,0.041909876362350752,0.021400553353929496,0
211,212,0.0033252882421912489,-0.078593453164668148,0.0018799709606280857,0.065649342502422867,0.011574462178869285,-0.11251960228229883,0.99141088089474938,0.041967155737520127,0.020246390862977717,0
212,213,0.0039092422420132777,-0.11907263253016964,0.016199101069021893,0.093840340514516674,-0.01204144219017414,-0.16793197768443338,0.98124810574751953,0.043005826099845094,0.022758514224348551,0
213,214,0.26340509492445019,-0.12842954712752075,0.15427272987857021,0.081455416254357565,0.0053536062777067087,-0.15162868549045244,0.9850609604481797,0.048279359417843157,0.021922747261110962,0
214,215,0.045945994365161891,-0.066650677687377424,0.045817598500586421,0.090977345060531636,0.0027375042049245959,-0.15628145406198335,0.9835099063419428,0.042325483762407176,0.022274198686909292,0
215,216,0.022017566163560431,-0.077454693606185288,-0.010710210865740422,0.066312646840052031,0.0041753074877078251,-0.1219753661513889,0.99030662409613535,0.042030811321581756,0.020573961396836517,0
216,217,0.11832012735488462,0.087811443395658273,0.061976644692652627,-0.064021058740310319,-0.004396035446896652,0.12086960868577053,0.99059200310030171,0.043996217478430723,0.020491166944948833,0
217,218,0.66095743420032349,-0.040195305468348153,0.38467946756598081,-0.0054889119000667503,-0.0051084695792685611,0.014573401799926267,0.9998656866523068,0.059145147641981234,0.015655600743087212,0
218,219,0.1955823828508727,-0.07389402480657381,0.10014799512355754,0.072117229602373503,0.0060415994847341087,-0.10972343756241881,0.99132404970303756,0.045795602660153645,0.020272881490850828,0
219,220,0.63507548709662487,0.15503116717329135,0.36976341702350624,-0.065153303901006918,-0.0033216100576078191,0.09375228949240727,0.99345584809408627,0.058776323549803153,0.019578664274104388,0
220,221,0.66112271417125967,-0.038116903259730606,0.35760108529533419,0.013660665661693818,0.00767354178495011,-0.013766240662360648,0.99978247313512159,0.058815131505514484,0.015834332790502753,0
221,222,0.65595295146549404,-0.089566923365470785,0.39793666999600319,0.042188761098842863,-0.0095540016693686034,-0.064938914494933581,0.99695123595553381,0.059310782312366278,0.018124260918958749,0
222,223,0.69070878744761188,0.0098101669208574549,0.37347990608740922,-0.0063994759981072322,0.0019979810184559753,0.01244153171153344,0.99990012654638183,0.059631959095493778,0.015565332089628164,0
197,223,0.66298838549617234,-0.65729646366395289,0.3952225691236087,-0.4881790975353244,0.0095060101733152463,0.87114817189678995,0.051881278907350448,0.15082617887517691,0.035000000000000003,1
223,224,0.67325973686362772,-0.00084589716994187825,0.38152515701551515,0.00027581928455563243,-0.00033909429445079205,0.0076856885159702739,0.99997036912641435,0.059346201730885978,0.015307927367635034,0
224,225,0.66905482312421682,0.012477240551351798,0.36836143613394867,-0.0042076977389450898,-0.0028688149275046056,-0.00015259836029447643,0.99998702086296598,0.059096468677287871,0.015203797272684479,0
225,226,0.675877137554032,-0.006859243534847792,0.38093865134999838,0.0022514292316116124,-0.0012991000296114694,0.0025866966246540254,0.9999932761804452,0.05939670091765701,0.015146684173268045,0
226,227,0.66277023685485048,0.080814312806566591,0.3599016948900271,-0.026601821858950707,0.0033271294988365852,0.039177598100264541,0.9988725589834655,0.058962538233312586,0.016899602429247509,0
227,228,0.6609491165948711,-0.016246245398651382,0.36438537272844762,-0.0092419057379276963,-0.001842383661581422,0.0097807140764506247,0.99990776096244471,0.058872837211776469,0.015543295000814314,0
228,229,0.66321891151898527,-0.05257719082239376,0.37655590581110943,0.013895539387157567,0.0047256748108930654,-0.019347955933718079,0.99970507580181289,0.059111809761774707,0.015971495665112002,0
229,230,0.6947041480891869,0.0014756969162981193,0.39018904534771082,-0.0018470767567529457,0.00044301848192066629,0.0086524143762920953,0.99996076311400361,0.059919580852817123,0.015354342851320152,0
230,231,0.67960625047673773,-0.0077556858811043128,0.38512131016034878,0.011452790219429862,-0.001307625696894016,-0.025431282874339954,0.9996101107744918,0.059529516601322989,0.016117016832451866,0
231,232,0.70254334592425494,-0.095079852682388832,0.38637139855451608,0.031733652248192815,0.009792942106774994,-0.044353959744127723,0.99846371984909921,0.060184929231197545,0.017217511160976789,0
232,233,0.68817387702700472,-0.010149971757481779,0.42275772172413539,0.0032049421519651463,0.0017890238281297948,0.006350850830698522,0.999973096854746,0.060192981426513616,0.015293411742831237,0
233,234,0.677986801894221,0.0051834738107388034,0.36986000282312048,-0.0066718608807996528,-0.0062574117113923947,0.0058018918150576481,0.99994133284029607,0.059308181452945974,0.015433285987226668,0
234,235,0.67063541282423245,-0.0089871225620044015,0.36939146347540941,-0.0019336952920482556,0.002546346482627158,-0.0003074982469878378,0.99999484118016135,0.059142274528422328,0.015128484386902397,0
235,236,0.65472275845731787,0.012431181497081667,0.37446334969744299,-0.0033144299216565764,5.0237097108817204e-05,0.005484545689351166,0.99997946568372598,0.058858672159347578,0.015256339690572359,0
236,237,0.68324248771175178,-0.045694600931657448,0.39185867407456954,0.021735196879680996,-0.0042578963308720959,-0.040356745918217363,0.99893983031728661,0.059724057550620865,0.016842048479116113,0
237,238,0.65304926571894839,0.014251638577690073,0.37524403000465867,-0.012355806466687732,0.00054833714267416196,0.014822828910140872,0.99981364119321581,0.058832892348102434,0.015772247826209951,0
238,239,0.66940808693841802,0.014166917368083176,0.36029505137384277,-0.0016797675822477897,0.0058355823141999635,0.017092488035142728,0.9998354720716266,0.059008557488187174,0.015725605821684689,0
239,240,0.65697582590568615,0.025475464185557684,0.3762858272762486,-0.0084228524425867344,-0.0036019361139605663,0.010433936657402802,0.99990360264317024,0.058938341712464211,0.015555406605971277,0
240,241,0.64750549757647136,-0.066826638207945877,0.36402206808507742,0.064159010095281979,0.001092246402858553,-0.11392379293835134,0.99141504821337489,0.058645395460724115,0.020245116144125618,0
241,242,0.050877211019049184,-0.084066719233682363,0.043845187862281421,0.068299694777823675,0.0078367748410771831,-0.12140815426548555,0.99021906502106616,0.042690040006959751,0.02059912025815713,0
242,243,0.053710800573597339,-0.099635356431670985,0.023633370234517059,0.088782077981777049,0.0082362537201454526,-0.14776900461824891,0.98499453197874498,0.042890781743119478,0.021938160276868922,0
243,244,0.002834099372233112,-0.10841126801458678,0.01773228106774738,0.097059519795947902,-0.013858113667726844,-0.14200623588682418,0.98499828998420502,0.042747210965648597,0.021937289233144183,0
244,245,0.17200800037607067,-0.11947044065117041,0.094427257174865886,0.069453185253070052,-0.010076749032009526,-0.13548965735401231,0.98829007226483923,0.045743281144102615,0.021127408092468651,0
245,246,0.6557849873817716,0.00287271756185703,0.37402231043867218,0.0027046608417784172,-0.00094141799113242369,0.0078839036092498704,0.99996482068409642,0.058873839217409227,0.015335521192986069,0
246,247,0.71316059406526477,0.00045715210118402183,0.39178652397702152,-0.0019203000125832324,-0.0029326894647597039,-0.00397790050325331,0.99998594394518936,0.060342303862357297,0.015212083664545123,0
247,248,0.67214983286816476,-0.0020234846994782174,0.36945169516370413,0.0048160967259142451,0.0064735190131729537,-0.017701153883323009,0.99981076605281249,0.059174919285592271,0.01577818232462383,0
248,249,0.66903187191299907,-0.015003078138832393,0.36760506972408358,-0.0051441715840923581,-0.0052216668600031154,0.012106168734304017,0.9998998511713526,0.059087990748044633,0.015566110944104313,0
249,250,0.68422120610574666,-0.0027023779603325693,0.37555364889911047,-0.005546702087717589,0.0003769356957595729,0.0076580061251083423,0.99995522247629642,0.059512920478058881,0.015378535527014613,0
250,251,0.6684233648457365,-0.043247383399268813,0.36832733658009609,0.010559815207593146,0.01104506709459888,-0.021872593784416149,0.99964397984322362,0.059110291038383736,0.016067395010430002,0
251,252,0.6659003710052076,0.016095613806314191,0.39008213593743335,-0.011329279476376209,-0.0044427063524394694,0.017887625720737575,0.99976594392532048,0.059297772631611297,0.015865452862954564,0
252,253,0.65836183544018922,-0.032821304673738894,0.3904934076321851,0.013309562543788811,-0.0027083093375859708,-0.026818902113136259,0.99954803140963211,0.059154024476086892,0.01620266722300899,0
253,254,0.66724287381632053,0.021543817644527508,0.34356975528842604,-0.016634139193087722,0.0082593268252411766,0.020619836924842993,0.99961488147130539,0.05877027845901453,0.016110161430587615,0
254,255,0.66738756796657839,-0.048121586790379922,0.39668249172675552,0.010815920280586679,-0.0074006485039231507,-0.012040525056520378,0.99984162347172201,0.059446703644739446,0.015711911700087292,0
255,256,0.67985355859450181,-0.0048640436778200069,0.37837053318767921,-0.0074932038412577661,0.0029916596159000851,0.0087182530106588892,0.99992944447764809,0.059451683417496869,0.01547516347350434,0
256,257,0.66117044145646986,-0.059610497202719159,0.35615660560743123,0.01499933868494073,0.006872651006543393,-0.020014669643881489,0.99966354315149608,0.058833933666229722,0.016037652299990719,0
257,258,0.66883709253638557,-0.0098860159061828767,0.38732561427010026,-0.0072932367860106323,-0.0028871996170846004,0.013431127265535397,0.99987903148127444,0.059323915253073289,0.015622179286576172,0
258,259,0.66264675647559557,0.0042968587871001773,0.36768335194848945,-0.0030495188825039109,0.0013488402280209841,0.007169994295233682,0.99996873563448518,0.058945814745002725,0.015316301266143808,0
259,260,0.66860053990241397,0.035576851273390275,0.38144419281962172,-0.021871284717167282,0.00065317640738274266,0.020272949110286473,0.99955501489401433,0.059264476156583867,0.016193338995403764,0
260,261,0.67695139587220865,0.0035152114061958173,0.37595745987605156,-0.0017079677849151228,-0.0028247851830581349,0.015525135777244211,0.99987402886254306,0.059358776445081293,0.015634914248909369,0
261,262,0.67076249898053675,0.014830499033358535,0.36411849787951311,-0.0036850515166880642,0.0023742877879342691,0.0059772632149335415,0.99997252736126652,0.059084099308033676,0.015296501005869075,0
262,263,0.66303045994209953,0.010722081853494103,0.38048136517748432,-0.0046877686316783443,-0.0015826321474638309,0.0077241830943446535,0.99995792766309266,0.059112993340552838,0.015366922910374642,0
263,264,0.66680461083763021,0.040997622709870285,0.37963537595590324,-0.021725661917703417,0.015478029127509283,0.020516198091113519,0.99943359551520583,0.059209896745873021,0.016346352657371482,0
264,265,0.63479183635199377,-0.10098618348111543,0.39167938630460242,0.037408832390139861,-0.017922548922366964,-0.044242051196554652,0.99815930712750123,0.058817738081547687,0.017427349396556588,0
265,266,0.69503497855590268,-0.0028868432227611152,0.38621986591651236,-0.00046256699905165052,0.0016113752611659614,0.007724024289452798,0.99996876398731338,0.059878501894455066,0.01531615781022941,0
266,267,0.63717707023780434,0.055906392475662869,0.35314595959805217,-0.073795875147616485,0.015617312198543129,0.13412450740725348,0.98808951258661404,0.058265955565219275,0.021179762087670244,0
267,268,-0.01400632982402783,0.096086580967305935,0.0026315744718310441,-0.095670032720636178,0.0012599854574604035,0.13417697078029536,0.98632763207166774,0.04242844259523039,0.021622057113540032,0
268,269,-0.048724377882948033,0.063591712290369529,-0.023708318429516595,-0.076577409333327517,-0.012892844442815415,0.13897836510135159,0.98724601238785703,0.042088668121503629,0.021395295995544371,0
269,270,-0.03712454850898439,0.088768532019917856,-0.012691863273534665,-0.092609700813684206,0.011216162503008451,0.15558384319231158,0.98340800726423627,0.042426309926143144,0.022296701545951449,0
270,271,0.14010869182457952,0.10951265299268087,0.059745363539477125,-0.072147072149334163,0.0011800728770090317,0.10260841181637147,0.99210126561395218,0.044689947704582816,0.020030834420897294,0
271,272,0.41243063406308522,0.11894117333405063,0.26713850160685837,-0.071065080747715698,-0.016851703766228965,0.13928855498765463,0.98755479484834008,0.052639447418412838,0.021317241175091452,0
272,273,0.53694364164485009,-0.036620627890954438,0.29887139494036852,0.066220981672229062,0.0040632511133455599,-0.1068126521584493,0.99206316780517279,0.055390209050796765,0.020042968445400888,0
273,274,0.65178187564740142,-0.16193485159354992,0.35327045044570582,0.040877809342505567,0.0039862844696901267,-0.060849211018154319,0.99730160320634831,0.058971072069422925,0.017939176061522056,0
274,275,0.096935417504660393,-0.097484257473809066,0.056251155410027565,0.061104886319058714,-0.0010675882198963461,-0.1122072108620559,0.99180370787464078,0.04371347614330106,0.020124845580858058,0
275,276,0.024570908093373589,-0.081866381384987363,-0.027831225060587883,0.065050901498589386,0.014557921507539416,-0.12732917241199104,0.98961797123358608,0.042247277660578786,0.020768893991316217,0
276,277,-0.011492813723741335,0.11086497405426066,0.0063346615145860596,-0.07260799327858547,-0.0081417944859202909,0.14269177686723983,0.98706678969007766,0.042790973752098553,0.021440170146022085,0
277,278,-0.14237473713493642,0.059922669013733554,-0.027517369414724158,-0.079998731316179669,-0.017323200967711606,0.14321607030941338,0.98630079940207049,0.043922570717612852,0.02162856687546813,0
278,279,-0.26764661468363116,0.028443344206110055,-0.16430372858138043,-0.073596697635458105,0.0098752467591560825,0.13420474690969172,0.98816754222424563,0.047883505304073946,0.021159445739833777,0
279,280,-0.04131723234852025,0.050697224802753738,-0.041820954098229279,-0.076336856554122853,0.0018787464098349402,0.10043476240690623,0.99200907916391123,0.041940733510384791,0.020060145781923118,0
280,281,-0.68578814897863438,-0.025729953605718947,-0.36730189083226428,0.017728082147023694,0.00089315062225815646,0.015668917365922633,0.99971966191224548,0.059459542883908055,0.015947166193610314,0
281,282,-0.051986791178748604,0.090163663191077603,-0.080056429441150101,-0.090816188941050716,0.012627259653031334,0.13084923999605361,0.98715320418480812,0.043282638469276921,0.021418572335377951,0
282,283,-0.024171085066551967,0.057653827903401123,0.025609310017661535,-0.068397826267708656,-0.010810243713276546,0.11197525741229439,0.99129532316064228,0.041688942343744706,0.020281616359300515,0
283,284,-0.02427002483536711,0.068379080289233229,-0.017015457256130517,-0.06229813894589125,-0.0066759900771858182,0.11753799218111326,0.9910899017921635,0.041863172447793341,0.020343665072908069,0
284,285,0.32329497291889808,0.06761679136187837,0.18592230234256846,-0.063520619176401394,0.00056711427875065425,0.10894490694630649,0.99201603644865644,0.049475586146021135,0.020057939556524747,0
285,286,0.67262089661554114,0.014668641415731543,0.35996635890240469,-0.013233981920076517,0.014395452994669114,0.012122310156295375,0.99973530609461425,0.05907566871610162,0.015920357466820856,0
261,286,2.8735122202622465,0.87403024821430908,1.6081579377046711,-0.4960612968378737,0.00021140593132671379,0.86532402351010851,-0.071676212395300587,0.15511434876104357,0.035000000000000003,1
286,287,0.65576467172470387,0.016682864011499987,0.3873462762283566,-0.0096396505329548483,-0.0059774837481832085,0.014791668204783387,0.99982626159616472,0.059045057763462701,0.015745639987999032,0
287,288,0.66152462899199804,0.075674627660397675,0.39064246609150288,-0.033107758044533309,-0.0043036368019721567,0.066493098364254238,0.99722816994781238,0.059299336457968435,0.017978918733499112,0
288,289,0.70140921696545888,-0.044467064233536746,0.39918157260008513,0.029411472983151842,0.0019502191648013997,-0.056518676864219526,0.99796633263236323,0.060206715117584131,0.017551458903257048,0
289,290,0.2115042118406123,-0.12630280872031818,0.13711444429408459,0.069780860186164695,-0.0029595027773245903,-0.10648169920832247,0.99185861927428864,0.047048350957450774,0.020107626230791695,0
290,291,0.68161186410036478,-0.047365618859736003,0.37241120246212844,0.0052959861829566706,0.00522499196512513,-0.0096649015993226107,0.99992561806685887,0.059453925356654058,0.015487878198804301,0
291,292,0.66960711781655391,0.026019856008588249,0.40102903955653169,-0.010643034581432472,-0.003983430995928244,0.0036133648150894412,0.99992889831583132,0.059523623762395748,0.015476999041540486,0
292,293,0.44953980199651511,-0.11174616673172011,0.23993931714088568,0.072471111031962646,0.0067140113878923456,-0.11039465187000337,0.99121939092986722,0.053041858458161117,0.020304636188832003,0
293,294,0.17739995932139152,0.076900010162198384,0.11011151426601273,-0.074027344182147695,-0.0026364193363378214,0.12310622708927135,0.98962511005848353,0.045562649026325716,0.020766906821207316,0
294,295,0.65791672602666651,-0.049515826337071189,0.37313303084225602,0.013674660749521053,-0.011055070246121153,-0.0213834513644536,0.99961669508016071,0.05894951341969331,0.016107544179818186,0
295,296,0.67386670928979342,-0.0068581345550242645,0.35864994476230017,-0.0087475548638481261,0.0083982640916096772,0.019379353425994315,0.99973866090340924,0.059084895185339485,0.015914506171272168,0
296,297,0.70652960260449404,0.0069887424363912487,0.39122224023043728,-0.0028430208829868676,0.0045284470942770442,0.011245287584816353,0.9999224739480097,0.060191083476503753,0.015498082896637459,0
