id,stamp,odom_x,odom_y,odom_z,odom_qx,odom_qy,odom_qz,odom_qw,map_x,map_y,map_z,map_qx,map_qy,map_qz,map_qw
43,1789653959.7188587,4.0396936529789613,-3.7799140707236889,-0.0021785292783798398,0.0023929319095678668,0.27049580647690408,0.0020647673043662222,0.96271596501305012,4.0511492936651647,-3.7916931439385682,0.00061532259283002689,0.0028092217639244191,0.26876819039376432,0.0037284033024578842,0.96319357717665288
44,1789653962.6189024,4.8030566061717987,-3.7600143318362571,-0.023055660503660397,-0.00039038586584781964,0.26754422627260743,0.024624926275277736,0.96323078625672087,4.8141495231781688,-3.770079034654739,-0.017010822601639459,-3.2028600626193338e-05,0.26581243519293957,0.026290898637360359,0.96366619579593427
45,1789653965.1188195,5.5553270485247648,-3.699613559111953,-0.047760253978677891,-0.003227035796991024,0.26900293443790524,0.040597974480380855,0.96227792865241213,5.5659507723792512,-3.7079645683441562,-0.038471946571581206,-0.002925169728908183,0.26728670025811846,0.042281457567109403,0.9626845493686832
46,1789653966.7187784,5.9844646225025011,-3.737491691187897,-0.040683595022445694,0.029585557148796404,0.26153412828965727,-0.088290022872525312,0.96069218088254416,5.9949016649677871,-3.7449753024387977,-0.029609941534801541,0.030068706178053479,0.26003840372044412,-0.086505717830167306,0.96124537048663539
47,1789653968.8188407,6.3294255611141015,-3.9220361787309894,-0.051755125596836808,0.05662649689625765,0.25460185300022958,-0.21441796439664743,0.94127375021394821,6.340221499051264,-3.9288182359481003,-0.039475064711670171,0.05725599398513552,0.25334981059617334,-0.21256012849128891,0.9419945946763304
48,1789653969.9189837,6.4308957166687417,-4.0625702576688285,-0.057816301078707798,0.088955870639875756,0.25248024642659528,-0.34164159509656056,0.90090043775251161,6.4419719142782261,-4.0693319814372071,-0.045155939374472522,0.089692194831398814,0.25151504292229698,-0.33973369850976048,0.90181844484740969
49,1789653970.5190349,6.3906982420099849,-4.1326558052303568,-0.086387383554442448,0.12882165359706876,0.24835410149702158,-0.44853612618538274,0.84884660884075891,6.4019204904210536,-4.1398135695100953,-0.073710907823564084,0.12961948579382254,0.24768232057706735,-0.44660423609481081,0.84993935858876102
50,1789653971.4190826,6.4046842454126622,-4.259183935728065,-0.058710162921062063,0.14557820198584115,0.21986191409505917,-0.55663785690729883,0.78779567280761198,6.4165296242372891,-4.2667305020127566,-0.045843608484599944,0.14653568536189598,0.21939470108227024,-0.55473151008704524,0.78909201603430712
51,1789653972.4190803,6.3993481044720442,-4.4954979355557541,-0.073819247438288743,0.17106336571394556,0.19495364601510226,-0.67002630690661391,0.69555384325646763,6.4124235712764648,-4.5034938945789538,-0.060937575771134317,0.17217368264400248,0.19477295288153157,-0.66820209722684287,0.6970836944673573
52,1789653975.6191685,6.3686229945611341,-5.2596448139989294,-0.092735666128623689,0.18108769903183292,0.18754316037488128,-0.677997657943881,0.68728013508196273,6.3853253078416214,-5.2684813048792316,-0.080462742005684276,0.18223647856306721,0.18742195200972392,-0.67614372636294517,0.68883418838340782
53,1789653978.0191557,6.2561619393863523,-6.0015842511477437,-0.10872290362876665,0.19271768718109955,0.17853103946777937,-0.73481266839646764,0.6253294358639192,6.2764848123037789,-6.010577106781847,-0.098534232002489897,0.19411700770154058,0.17856307566818919,-0.73304524649256231,0.62695971315832999
54,1789653979.8167865,6.0804695820942465,-6.6340448892607329,-0.10913933148460535,0.20255690039648239,0.14184285355475115,-0.81121922744429176,0.52988175286718064,6.1038343841011677,-6.6434945101493765,-0.10121969140920764,0.20428714324446856,0.14212226568605119,-0.80963858639151809,0.53155750782697231
55,1789653980.2192311,6.0219359196515461,-6.6040861898073198,-0.10572913557959003,0.23282567200925211,0.11368811305679907,-0.88062098929532817,0.39670378447304666,6.0454037823296307,-6.6136367148631221,-0.098264849816293201,0.23483283217151754,0.11437953705679678,-0.87924224419157404,0.39837662891532838
